quarter,UK real GDP,UK nominal GDP,UK CPI,UK unemployment rate,Bank Rate,UK corporate profits,UK household income,UK residential property price index,UK commercial real estate price index - aggregate,UK commercial real estate price index - prime,UK commercial real estate price index - secondary,Euro area real GDP,France real GDP,Germany real GDP,Ireland real GDP,Euro area consumer price index,Euro area unemployment rate,ECB policy rate,Euro area residential property price index,Euro area commercial property price index,US real GDP,US unemployment rate,US policy rate,US residential real estate price index,US commercial real estate price index,Hong Kong real GDP,Hong Kong unemployment rate,Hong Kong residential property price index,Hong Kong commercial real estate price index,China real GDP,China household income growth,China residential property price index,India real GDP,Singapore real GDP,PPP-weighted World real GDP,Oil price,GBP-EUR exchange rate index,GBP-USD exchange rate index,Volatility index,UK equity prices,US equity prices,Sterling IG corporate bond spread,Sterling HY corporate bond spread,US dollar IG corporate bond spread,US dollar HY corporate bond spread,Secured lending to UK individuals,Consumer credit to UK individuals,Lending to UK PNFCs
Q4 2019,512549.3,552026.4,109.4,4.1,1,256758.1,383328.9,106,99.1,99.1,99.1,103.5,103.8,103.1,106.2,103.3,8.2,0.1,106.6,106.6,104.1,4.2,2.4,108.4,108.4,105.6,2.6,108.6,108.6,113.1,7.1,117.5,116,105.3,107.5,62.6,100,100,15.6,107.1,108.4,136.9,468.7,130.3,477.3,3.0,8.8,3.4
Q1 2020,514668.1,557764.7,109.7,4.1,1,259726.8,386580.1,106.9,99.1,99.1,99.1,103.9,104.3,103.5,107,103.7,8.2,0.2,107.5,107.5,104.5,4.3,2.4,109.5,109.5,106.4,2.5,109.8,109.8,114.8,6.9,120,118.3,106,108.5,61.8,100,100,16.3,108.2,109.5,138.5,483.5,133.7,492.1,3.1,8.6,3.4
Q2 2020,516795.8,562929,110.6,4.1,1.1,262072.6,389773.5,107.7,99.1,99.1,99.1,104.3,104.8,103.9,107.8,104.2,8.1,0.3,108.4,108.4,105,4.3,2.4,110.5,110.5,107.1,2.5,111,111,116.5,6.8,122.3,120.5,106.7,109.5,61.2,100,100,17.0,109.2,110.5,140.1,498.4,137.2,506.9,3.1,8.5,3.5
Q3 2020,518950.3,567444.1,111,4.1,1.1,263683.8,392823.2,108.6,99.2,99.2,99.2,104.8,105.3,104.2,108.5,104.7,8,0.4,109.3,109.3,105.4,4.4,2.5,111.6,111.6,107.9,2.5,112.3,112.3,118.2,6.6,124.8,122.8,107.4,110.5,60.6,100,100,17.7,110.1,111.6,141.7,513.3,140.7,521.7,3.2,8.4,3.5
Q4 2020,521123.1,572493,111.7,4.1,1.1,265746,396052.1,109.5,99.2,99.2,99.2,105.2,105.8,104.6,109.3,105.2,8,0.5,110.2,110.2,105.9,4.4,2.5,112.6,112.6,108.8,2.5,113.6,113.6,120,6.5,127.4,125.3,108.1,111.6,60.1,100,100,18.3,111.1,112.6,143.3,528.1,144.2,536.5,3.2,8.4,3.5
Q1 2021,523334.7,577706.5,112,4.1,1.2,267898.4,399346.6,110.4,99.3,99.3,99.3,105.6,106.2,104.9,110,105.7,7.9,0.6,111,111,106.3,4.5,2.5,113.7,113.7,109.6,2.5,115,115,121.8,6.5,129.9,127.8,108.8,112.6,59.7,100,100,18.3,112.1,113.7,143.3,528.1,144.2,536.5,3.2,8.4,3.4
Q2 2021,525555.7,582121.8,112.9,4.1,1.2,269288.2,403490.8,111.3,99.4,99.4,99.4,106,106.7,105.2,110.8,106.1,7.8,0.7,111.9,111.9,106.8,4.5,2.5,114.8,114.8,110.4,2.5,116.3,116.3,123.5,6.5,132.5,130.2,109.5,113.6,59.4,100,100,18.3,113.0,114.8,143.3,528.1,144.2,536.5,3.3,8.4,3.5
Q3 2021,527786.1,586330.1,113.3,4.1,1.2,270441.6,407317.8,112.2,99.6,99.6,99.6,106.4,107.2,105.6,111.6,106.7,7.8,0.8,112.8,112.8,107.2,4.5,2.5,115.8,115.8,111.2,2.5,117.8,117.8,125.3,6.5,135.1,132.8,110.2,114.7,59.1,100,100,18.3,113.8,115.8,143.3,528.1,144.2,536.5,3.3,8.5,3.7
Q4 2021,530025.9,591460.3,114.1,4.1,1.2,272520,411340.7,113.1,99.7,99.7,99.7,106.8,107.7,105.9,112.4,107.2,7.8,0.8,113.7,113.7,107.7,4.6,2.5,116.9,116.9,112.2,2.5,119.4,119.4,127.1,6.5,137.7,135.5,110.9,115.8,58.9,100,100,18.3,114.8,116.9,143.3,528.1,144.2,536.5,3.3,8.6,3.9
Q1 2022,532275.3,597156.9,114.3,4.1,1.2,275192.7,415554.1,114,99.9,99.9,99.9,107.2,108.2,106.2,113.1,107.7,7.7,0.9,114.7,114.7,108.1,4.6,2.5,117.9,117.9,113.1,2.5,121,121,128.9,6.5,140.4,138.3,111.7,116.9,58.7,100,100,18.3,115.9,117.9,143.3,528.1,144.2,536.5,3.4,8.6,3.9
Q2 2022,534534.2,602387.3,115.3,4.1,1.2,277384.7,419111.6,114.9,100.1,100.1,100.1,107.5,108.7,106.5,113.9,108.2,7.7,1,115.6,115.6,108.6,4.7,2.5,119,119,114,2.5,122.6,122.6,130.7,6.5,143,141,112.4,117.9,58.7,100,100,18.3,116.9,119.0,143.3,528.1,144.2,536.5,3.4,8.4,4.1
Q3 2022,536802.7,607128.5,115.6,4.2,1.3,279069.8,422605.3,115.8,100.3,100.3,100.3,107.9,109.2,106.9,114.7,108.8,7.7,1,116.5,116.5,109,4.7,2.5,120,120,114.9,2.5,124.2,124.2,132.5,6.5,145.6,143.7,113.1,119,58.6,100,100,18.3,117.8,120.0,143.3,528.1,144.2,536.5,3.4,8.3,4.1
Q4 2022,539080.8,612537.7,116.4,4.2,1.3,281415,426391,116.8,100.5,100.5,100.5,108.3,109.7,107.2,115.4,109.3,7.6,1.1,117.5,117.5,109.5,4.8,2.5,121.1,121.1,115.8,2.5,125.8,125.8,134.3,6.5,148.3,146.4,113.8,120.1,58.5,100,100,18.3,118.9,121.1,143.3,528.1,144.2,536.5,3.4,8.1,4.2
